0,1,2,3,4,5,6
497,KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,Kothagudem,ECE,3,"75,000"
498,KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,Kothagudem,EEE,7,"75,000"
499,KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,Kothagudem,MEC,6,"75,000"
500,KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,Kothagudem,MIN,4,"75,000"
501,KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,Medchal,CSE,19,"35,000"
502,KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,Medchal,CSM,14,"35,000"
503,KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,Hyderabad,CSD,6,"103,000"
504,KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,Hyderabad,CSE,46,"103,000"
505,KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,Hyderabad,CSM,20,"103,000"
506,KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,Hyderabad,INF,14,"103,000"
507,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,Khammam,CSE,13,"45,000"
508,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,Khammam,CSM,7,"45,000"
509,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,Khammam,ECE,7,"45,000"
510,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,Khammam,EEE,7,"45,000"
511,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,Khammam,MEC,6,"45,000"
512,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,Ranga Reddy,CIV,6,"60,000"
513,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,Ranga Reddy,CSD,7,"60,000"
514,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,Ranga Reddy,CSE,10,"60,000"
515,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,Ranga Reddy,CSM,6,"60,000"
516,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,Ranga Reddy,ECE,13,"60,000"
517,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,Ranga Reddy,EEE,5,"60,000"
518,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,Ranga Reddy,MEC,7,"60,000"
519,KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),Medchal,CIV,3,"70,000"
520,KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),Medchal,CSD,6,"70,000"
521,KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),Medchal,CSE,20,"70,000"
522,KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),Medchal,CSM,10,"70,000"
523,KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),Medchal,ECE,7,"70,000"
524,KRCP,KL R PHARMACY COLLEGE,Kothagudem,PHM,11,"65,000"
525,KRUP,SRI KRUPA INSTITUTE OF PHARMACEUTICAL SCIS,Siddipet,PHM,11,"45,000"
526,KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,Karimnagar,AIM,6,"80,000"
527,KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,Karimnagar,CIV,7,"80,000"
528,KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,Karimnagar,CSE,13,"80,000"
529,KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,Karimnagar,ECE,13,"80,000"
530,KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,Karimnagar,EEE,13,"80,000"
531,KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,Karimnagar,MEC,7,"80,000"
532,KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,Kothagudem,CSE,12,"35,000"
533,KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,Kothagudem,EEE,17,"35,000"
534,KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,Kothagudem,MIN,6,"35,000"
535,KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,Kothagudem,ECE,58,"70,000"
536,KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,Kothagudem,INF,55,"70,000"
537,KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,Kothagudem,MIN,14,"70,000"
538,KUCP,K U COLLEGE OF PHARMACEUTICAL SCIENCES,Hanmakonda,PHM,33,"45,000"
539,KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,Hanmakonda,CSE,6,"70,000"
540,KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,Hanmakonda,ECE,29,"70,000"
541,KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,Hanmakonda,EEE,53,"70,000"
542,KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,Hanmakonda,INF,19,"70,000"
543,KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,Hanmakonda,CSE,14,"35,000"
544,KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,Hanmakonda,ECE,13,"35,000"
545,KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,Hanmakonda,EEE,12,"35,000"
546,KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,Hanmakonda,MEC,22,"35,000"
547,KUWLSF,KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF FINANCE,Hanmakonda,CIV,46,"70,000"
548,KUWLSF,KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF FINANCE,Hanmakonda,INF,15,"70,000"
549,KVKP,K V K COLLEGE OF PHARMACY,Ranga Reddy,PHM,11,"45,000"
550,LRDS,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,AIM,6,"78,000"
551,LRDS,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CIV,18,"78,000"
552,LRDS,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CSD,6,"78,000"
553,LRDS,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CSE,18,"78,000"
554,LRDS,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CSM,12,"78,000"
555,LRDS,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,ECE,12,"78,000"
556,LRDS,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,EEE,6,"78,000"
557,LRDS,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,INF,18,"78,000"
558,LRDS,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,MEC,12,"78,000"
559,MAKP,M A K COLLEGE OF PHARMACY,Ranga Reddy,PHM,7,"45,000"
560,MAXP,MAX INST OF PHARM SCI,Khammam,PHM,11,"50,000"
561,MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,Suryapet,CIV,6,"50,000"
562,MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,Suryapet,CSE,7,"50,000"
563,MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,Suryapet,ECE,6,"50,000"
564,MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,Suryapet,EEE,7,"50,000"
565,MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,Suryapet,MEC,7,"50,000"
566,MDRP,MADIRA INST OF TECHNOLOGYAND SCI,Suryapet,PHM,7,"55,000"
567,MECS,MATRUSRI ENGINEERING COLLEGE,Hyderabad,CIV,13,"90,000"
568,MECS,MATRUSRI ENGINEERING COLLEGE,Hyderabad,CSE,20,"90,000"
569,MECS,MATRUSRI ENGINEERING COLLEGE,Hyderabad,ECE,13,"90,000"
570,MECS,MATRUSRI ENGINEERING COLLEGE,Hyderabad,EEE,6,"90,000"
571,MECS,MATRUSRI ENGINEERING COLLEGE,Hyderabad,INF,7,"90,000"
572,MECS,MATRUSRI ENGINEERING COLLEGE,Hyderabad,MEC,7,"90,000"
573,MESP,MESCO COLLEGE OF PHARMACY,Hyderabad,PHM,10,"45,000"
574,METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Hyderabad,AID,13,"69,000"
575,METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Hyderabad,CIV,6,"69,000"
576,METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Hyderabad,CSE,14,"69,000"
577,METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Hyderabad,ECE,13,"69,000"
578,METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Hyderabad,EEE,6,"69,000"
579,METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),Hyderabad,MEC,7,"69,000"
580,MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,Medchal,AID,7,"54,000"
581,MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,Medchal,CIV,7,"54,000"
582,MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,Medchal,CSE,13,"54,000"
583,MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,Medchal,ECE,7,"54,000"
584,MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,Medchal,EEE,6,"54,000"
585,MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,Ranga Reddy,CIV,6,"108,000"
586,MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,Ranga Reddy,CSB,7,"108,000"
587,MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,Ranga Reddy,CSD,6,"108,000"
588,MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,Ranga Reddy,CSE,20,"108,000"
589,MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,Ranga Reddy,CSM,7,"108,000"
590,MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,Ranga Reddy,ECE,20,"108,000"
591,MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,Ranga Reddy,EEE,6,"108,000"
592,MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,Ranga Reddy,INF,7,"108,000"
593,MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,Ranga Reddy,MCT,6,"108,000"
594,MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,Ranga Reddy,MEC,7,"108,000"
595,MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,Ranga Reddy,MMT,7,"108,000"
596,MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,Nalgonda,CSE,9,"45,000"
597,MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,Nalgonda,ECE,14,"45,000"
598,MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,Nalgonda,EEE,44,"45,000"
599,MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,Hyderabad,ANE,6,"66,000"
600,MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,Hyderabad,CIV,7,"66,000"
601,MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,Hyderabad,CSE,13,"66,000"
602,MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,Hyderabad,CSM,7,"66,000"
603,MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,Hyderabad,ECE,13,"66,000"
604,MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,Hyderabad,EEE,6,"66,000"
605,MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,Hyderabad,INF,7,"66,000"
606,MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,Hyderabad,MEC,7,"66,000"
607,MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,Nalgonda,CSE,13,"50,000"
608,MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,Nalgonda,CSM,6,"50,000"
609,MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,Nalgonda,ECE,7,"50,000"
610,MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,Nalgonda,EEE,7,"50,000"
611,MIPK,MOHAMMADIYA INSTITUTE OF PHARMACY,Khammam,PHM,7,"45,000"
612,MIPM,MOONRAY INST OF PHARM SCI,Ranga Reddy,PHM,11,"57,000"
613,MJCT,M J COLLEGE OF ENGINEERING AND TECHNOLOGY,Hyderabad,AID,6,"110,000"
614,MJCT,M J COLLEGE OF ENGINEERING AND TECHNOLOGY,Hyderabad,AIM,6,"110,000"
615,MJCT,M J COLLEGE OF ENGINEERING AND TECHNOLOGY,Hyderabad,CIV,12,"110,000"
616,MJCT,M J COLLEGE OF ENGINEERING AND TECHNOLOGY,Hyderabad,CSE,12,"110,000"
617,MJCT,M J COLLEGE OF ENGINEERING AND TECHNOLOGY,Hyderabad,ECE,12,"110,000"
618,MJCT,M J COLLEGE OF ENGINEERING AND TECHNOLOGY,Hyderabad,EEE,6,"110,000"
619,MJCT,M J COLLEGE OF ENGINEERING AND TECHNOLOGY,Hyderabad,INF,12,"110,000"
620,MJCT,M J COLLEGE OF ENGINEERING AND TECHNOLOGY,Hyderabad,MEC,12,"110,000"
621,MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),Medchal,AIM,6,"96,000"
622,MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),Medchal,ANE,7,"96,000"
623,MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),Medchal,CSC,13,"96,000"
624,MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),Medchal,CSD,7,"96,000"
625,MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),Medchal,CSE,26,"96,000"
626,MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),Medchal,CSI,7,"96,000"
627,MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),Medchal,CSM,19,"96,000"
628,MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),Medchal,ECE,27,"96,000"
629,MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),Medchal,EEE,6,"96,000"
630,MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),Medchal,INF,20,"96,000"
631,MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),Medchal,MEC,7,"96,000"
632,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,AID,6,"100,000"
633,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,AIM,7,"100,000"
634,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,ANE,6,"100,000"
635,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,CSC,7,"100,000"
636,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,CSD,7,"100,000"
637,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,CSE,26,"100,000"
638,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,CSM,20,"100,000"
639,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,CSO,6,"100,000"
640,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,ECE,27,"100,000"
641,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,EEE,6,"100,000"
642,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,INF,20,"100,000"
643,MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),Medchal,MEC,7,"100,000"
644,MLRP,MARanga ReddyI LAXMAN REDDY INSTITUTE OF PHARMACY,Medchal,PHM,11,"60,000"
645,MLRS,MARanga ReddyI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),Medchal,CIV,6,"80,000"
646,MLRS,MARanga ReddyI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),Medchal,CSC,7,"80,000"
647,MLRS,MARanga ReddyI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),Medchal,CSD,20,"80,000"
648,MLRS,MARanga ReddyI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),Medchal,CSE,20,"80,000"
649,MLRS,MARanga ReddyI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),Medchal,CSI,7,"80,000"
650,MLRS,MARanga ReddyI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),Medchal,CSM,20,"80,000"
651,MLRS,MARanga ReddyI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),Medchal,ECE,20,"80,000"
652,MLRS,MARanga ReddyI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),Medchal,EEE,6,"80,000"
653,MLRS,MARanga ReddyI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),Medchal,INF,7,"80,000"
654,MLRS,MARanga ReddyI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),Medchal,MEC,6,"80,000"
655,MLTM,MALLA REDDY INSTITUTE OF TECHNOLOGY,Medchal,CSE,26,"60,000"
656,MMTZ,MUMTAZ COLL OF ENGG TECHNOLOGY,Hyderabad,CSE,3,"35,000"
657,MNRP,M N R COLLEGE OF PHARMACY,Sangareddy,PHM,11,"65,000"
658,MNRT,MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,Sangareddy,CSE,6,"57,000"
659,MNRT,MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,Sangareddy,ECE,7,"57,000"
660,MNRT,MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,Sangareddy,MEC,7,"57,000"
661,MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,Khammam,CIV,6,"60,000"
662,MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,Khammam,CSE,7,"60,000"
663,MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,Khammam,CSM,3,"60,000"
664,MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,Khammam,ECE,7,"60,000"
665,MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,Khammam,EEE,7,"60,000"
666,MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,Khammam,MEC,4,"60,000"
667,MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,Khammam,MIN,6,"60,000"
668,MOTP,MOTHER TERESA PHARMACY COLLEGE,Khammam,PHM,7,"60,000"
669,MRCE,MALLA REDDY COLLEGE OF ENGINEERING,Medchal,AID,6,"60,000"
670,MRCE,MALLA REDDY COLLEGE OF ENGINEERING,Medchal,CSD,20,"60,000"
671,MRCE,MALLA REDDY COLLEGE OF ENGINEERING,Medchal,CSE,26,"60,000"
672,MRCE,MALLA REDDY COLLEGE OF ENGINEERING,Medchal,CSM,20,"60,000"
673,MRCE,MALLA REDDY COLLEGE OF ENGINEERING,Medchal,ECE,13,"60,000"
674,MRCE,MALLA REDDY COLLEGE OF ENGINEERING,Medchal,INF,7,"60,000"
675,MRCP,MALLA REDDY COLLEGE OF PHARMACY,Medchal,PHM,11,"60,000"
676,MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),Medchal,CSC,6,"87,000"
677,MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),Medchal,CSD,7,"87,000"
678,MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),Medchal,CSE,26,"87,000"
679,MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),Medchal,CSM,7,"87,000"
680,MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),Medchal,CSO,7,"87,000"
681,MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),Medchal,ECE,27,"87,000"
682,MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),Medchal,EEE,6,"87,000"
683,MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),Medchal,INF,20,"87,000"
684,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,AIM,6,"103,000"
685,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CIV,7,"103,000"
686,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSC,20,"103,000"
687,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSD,20,"103,000"
688,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSE,27,"103,000"
689,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSM,20,"103,000"
690,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSO,6,"103,000"
691,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,ECE,20,"103,000"
692,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,EEE,7,"103,000"
693,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,INF,6,"103,000"
694,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,MEC,7,"103,000"
695,MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,MIN,6,"103,000"
696,MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,Medchal,CIV,3,"60,000"
697,MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,Medchal,CSC,6,"60,000"
698,MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,Medchal,CSD,7,"60,000"
699,MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,Medchal,CSE,7,"60,000"
700,MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,Medchal,CSM,6,"60,000"
701,MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,Medchal,CSO,7,"60,000"
702,MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,Medchal,ECE,6,"60,000"
703,MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,Medchal,EEE,7,"60,000"
704,MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,Medchal,INF,7,"60,000"
705,MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,Medchal,MEC,3,"60,000"
706,MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CSD,6,"60,000"
707,MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CSE,27,"60,000"
708,MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CSM,6,"60,000"
709,MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,ECE,13,"60,000"
710,MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,INF,7,"60,000"
711,MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,Medchal,CSE,26,"60,000"
712,MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,Medchal,ECE,20,"60,000"
713,MRIP,MALLA REDDY INIST OF PHARM SCI,Medchal,PHM,11,"55,000"
714,MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,Medchal,CSC,6,"65,000"
715,MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,Medchal,CSD,7,"65,000"
716,MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,Medchal,CSE,20,"65,000"
717,MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,Medchal,CSM,19,"65,000"
718,MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,Medchal,ECE,20,"65,000"
719,MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,Medchal,INF,7,"65,000"
720,MRPC,MALLA REDDY PHARMACY COLLEGE,Medchal,PHM,11,"50,000"
721,MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,AID,6,"80,000"
722,MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,AIM,7,"80,000"
723,MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CIV,7,"80,000"
724,MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSE,27,"80,000"
725,MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSG,6,"80,000"
726,MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSM,7,"80,000"
727,MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,ECE,26,"80,000"
728,MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,EEE,7,"80,000"
729,MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,INF,20,"80,000"
730,MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,MEC,6,"80,000"
731,MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,Peddapalli,CSE,6,"61,000"
732,MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,Peddapalli,CSI,7,"61,000"
733,MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,Peddapalli,CSM,7,"61,000"
734,MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,Peddapalli,ECE,7,"61,000"
735,MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,Peddapalli,EEE,7,"61,000"
736,MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,Peddapalli,MEC,6,"61,000"
737,MTPG,MOTHER TERESA COLLEGE OF PHARMACY,Medchal,PHM,11,"42,000"
738,MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),Ranga Reddy,AUT,6,"125,000"
